Id,Label,name,city,country,icao,latitude,longitude,altitude,timezone,dst,tz database time zone,type,source,weighted indegree,weighted outdegree,Weighted Degree,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class,nodecolor-multimode,giantcomponent,pageranks,eigencentrality
3037,IXV,Along Airport,Along,India,VEAN,28.175301,94.802002,900,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1412,0.000039,0
3038,IXA,Agartala Airport,Agartala,India,VEAT,23.886999,91.240402,46,5.5,N,Asia/Calcutta,airport,OurAirports,8,8,16,3,8,8,16,9,0.233821,0.244581,0,52,red,0,0.000125,0.002366
3039,AJL,Lengpui Airport,Aizwal,India,VELP,23.840599,92.619698,1398,5.5,N,Asia/Calcutta,airport,OurAirports,6,6,12,3,6,6,12,9,0.233821,0.244581,0,52,red,0,0.000106,0.001575
3040,IXB,Bagdogra Airport,Baghdogra,India,VEBD,26.6812,88.328598,412,5.5,N,Asia/Calcutta,airport,OurAirports,16,16,32,3,16,16,32,9,0.276782,0.293944,0.000002,52,red,0,0.0002,0.012896
3041,\N,Bokaro Airport,Bokaro,India,VEBK,23.643499,86.148903,715,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1413,0.000039,0
3042,BBI,Biju Patnaik Airport,Bhubaneswar,India,VEBS,20.2444,85.817802,138,5.5,N,Asia/Calcutta,airport,OurAirports,7,8,15,3,7,8,15,9,0.266616,0.282363,0,52,red,0,0.000104,0.005886
3043,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,VECC,22.654699,88.446701,16,5.5,N,Asia/Calcutta,airport,OurAirports,94,94,188,3,94,94,188,8,0.30509,0.330526,0.000707,52,blue,0,0.001094,0.053193
3044,COH,Cooch Behar Airport,Cooch-behar,India,VECO,26.3305,89.467201,138,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1414,0.000039,0
3045,DBD,Dhanbad Airport,Dhanbad,India,VEDB,23.834,86.425301,847,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1415,0.000039,0
3048,GAY,Gaya Airport,Gaya,India,VEGY,24.744301,84.951202,380,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1416,0.000039,0
3049,\N,Hirakud Airport,Hirakud,India,VEHK,21.5802,84.005699,658,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1417,0.000039,0
3050,IMF,Imphal Airport,Imphal,India,VEIM,24.76,93.896698,2540,5.5,N,Asia/Calcutta,airport,OurAirports,9,9,18,3,9,9,18,9,0.233855,0.244897,0,52,red,0,0.000147,0.001638
3051,\N,Jharsuguda Airport,Jharsuguda,India,VEJH,21.9135,84.0504,751,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1418,0.000039,0
3052,IXW,Sonari Airport,Jamshedpur,India,VEJS,22.8132,86.1688,475,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1419,0.000039,0
3053,JRH,Jorhat Airport,Jorhat,India,VEJT,26.731501,94.175499,311,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1420,0.000039,0
3054,IXH,Kailashahar Airport,Kailashahar,India,VEKR,24.308201,92.007202,79,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1421,0.000039,0
3055,IXS,Silchar Airport,Silchar,India,VEKU,24.912901,92.978699,352,5.5,N,Asia/Calcutta,airport,OurAirports,7,7,14,3,7,7,14,9,0.233821,0.244581,0,52,red,0,0.000117,0.001734
3056,IXI,North Lakhimpur Airport,Lilabari,India,VELR,27.2955,94.097603,330,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1422,0.000039,0
3057,DIB,Dibrugarh Airport,Mohanbari,India,VEMN,27.4839,95.016899,362,5.5,N,Asia/Calcutta,airport,OurAirports,6,6,12,3,6,6,12,9,0.233821,0.244581,0.000001,52,red,0,0.000119,0.002479
3058,MZU,Muzaffarpur Airport,Mazuffarpur,India,VEMZ,26.119101,85.313698,174,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1423,0.000039,0
3059,\N,Nawapara Airport,Nawapara,India,VENP,20.870001,82.5196,1058,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1424,0.000039,0
3060,\N,Panagarh Air Force Station,Panagarh,India,VEPH,23.4743,87.427498,240,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1425,0.000039,0
3061,PAT,Lok Nayak Jayaprakash Airport,Patina,India,VEPT,25.591299,85.087997,170,5.5,N,Asia/Calcutta,airport,OurAirports,13,12,25,3,13,12,25,9,0.26512,0.27983,0,52,red,0,0.000162,0.010617
3062,\N,Purnea Airport,Purnea,India,VEPU,25.7596,87.410004,129,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1426,0.000039,0
3063,IXR,Birsa Munda Airport,Ranchi,India,VERC,23.314301,85.321701,2148,5.5,N,Asia/Calcutta,airport,OurAirports,10,11,21,3,10,11,21,9,0.266504,0.281889,0,52,red,0,0.000137,0.00798
3064,RRK,Rourkela Airport,Rourkela,India,VERK,22.256701,84.814598,659,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1427,0.000039,0
3065,\N,Utkela Airport,Utkela,India,VEUK,20.097401,83.1838,680,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1428,0.000039,0
3066,VTZ,Vishakhapatnam Airport,Vishakhapatnam,India,VEVZ,17.721201,83.224503,15,5.5,N,Asia/Calcutta,airport,OurAirports,15,15,30,3,15,15,30,9,0.277388,0.295997,0.000001,52,blue,0,0.000175,0.012502
3067,ZER,Ziro Airport,Zero,India,VEZO,27.588301,93.828102,5403,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1429,0.000039,0
3068,CXB,Cox's Bazar Airport,Cox's Bazar,Bangladesh,VGCB,21.4522,91.963898,12,6,U,Asia/Dhaka,airport,OurAirports,3,3,6,3,3,3,6,9,0.243743,0.25508,0,52,red,0,0.00007,0.001537
3069,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,VGEG,22.249599,91.813301,12,6,U,Asia/Dhaka,airport,OurAirports,16,16,32,3,16,16,32,8,0.298135,0.318913,0.000001,52,red,0,0.000182,0.012737
3070,IRD,Ishurdi Airport,Ishurdi,Bangladesh,VGIS,24.1525,89.0494,45,6,U,Asia/Dhaka,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1430,0.000039,0
3071,JSR,Jessore Airport,Jessore,Bangladesh,VGJR,23.1838,89.160797,20,6,U,Asia/Dhaka,airport,OurAirports,3,3,6,3,3,3,6,9,0.243743,0.25508,0,52,red,0,0.00007,0.001537
3072,RJH,Shah Mokhdum Airport,Rajshahi,Bangladesh,VGRJ,24.437201,88.616501,64,6,U,Asia/Dhaka,airport,OurAirports,1,1,2,3,1,1,2,9,0.243762,0.255133,0,52,red,0,0.00006,0.000058
3073,SPD,Saidpur Airport,Saidpur,Bangladesh,VGSD,25.759199,88.908897,125,6,U,Asia/Dhaka,airport,OurAirports,1,2,3,3,1,2,3,9,0.24378,0.255291,0.000053,52,red,0,0.000049,0.000512
3074,ZYL,Osmany International Airport,Sylhet Osmani,Bangladesh,VGSY,24.9632,91.866798,50,6,U,Asia/Dhaka,airport,OurAirports,6,4,10,3,6,4,10,9,0.243743,0.25508,0,52,red,0,0.000092,0.009773
3075,\N,Tejgaon Airport,Dhaka,Bangladesh,VGTJ,23.778799,90.382698,24,6,U,Asia/Dhaka,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1431,0.000039,0
3076,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,VGZR,23.843347,90.397783,30,6,U,Asia/Dhaka,airport,OurAirports,74,74,148,3,74,74,148,8,0.322269,0.350423,0.000672,52,blue,0,0.000902,0.080196
3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,VHHH,22.308901,113.915001,28,8,U,Asia/Hong_Kong,airport,OurAirports,354,354,708,10,354,354,708,7,0.380409,0.425162,0.004712,45,red,0,0.003009,0.470771
3078,\N,Shek Kong Air Base,Sek Kong,Hong Kong,VHSK,22.4366,114.080002,50,8,U,Asia/Hong_Kong,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1432,0.000039,0
3079,AGR,Agra Airport,Agra,India,VIAG,27.1558,77.960899,551,5.5,N,Asia/Calcutta,airport,OurAirports,2,2,4,3,2,2,4,9,0.255469,0.269269,0.000053,52,red,0,0.000063,0.001215
3080,IXD,Allahabad Airport,Allahabad,India,VIAL,25.4401,81.733902,322,5.5,N,Asia/Calcutta,airport,OurAirports,2,2,4,3,2,2,4,9,0.265832,0.280593,0,52,red,0,0.000057,0.002417
3081,ATQ,Sri Guru Ram Dass Jee International Airport,Amritsar,India,VIAR,31.7096,74.797302,756,5.5,N,Asia/Calcutta,airport,OurAirports,9,9,18,3,9,9,18,9,0.283171,0.300836,0,52,red,0,0.000121,0.008461
3082,BKB,Nal Airport,Bikaner,India,VIBK,28.070601,73.207199,750,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1433,0.000039,0
3083,\N,Bakshi Ka Talab Air Force Station,Bakshi Ka Talab,India,VIBL,26.9883,80.893097,385,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1434,0.000039,0
3084,VNS,Lal Bahadur Shastri Airport,Varanasi,India,VIBN,25.4524,82.859299,266,5.5,N,Asia/Calcutta,airport,OurAirports,10,10,20,3,10,10,20,9,0.266863,0.282721,0.000054,52,red,0,0.000183,0.008823
3085,KUU,Kullu Manali Airport,Kulu,India,VIBR,31.876699,77.154404,3573,5.5,N,Asia/Calcutta,airport,OurAirports,1,1,2,3,1,1,2,9,0.264345,0.278271,0,52,red,0,0.000048,0.001311
3086,BUP,Bhatinda Air Force Station,Bhatinda,India,VIBT,30.2701,74.755798,662,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1435,0.000039,0
3087,\N,Bhiwani Airport,Bhiwani,India,VIBW,28.837,76.1791,720,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1436,0.000039,0
3088,BEK,Bareilly Air Force Station,Bareilly,India,VIBY,28.4221,79.450798,580,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1437,0.000039,0
3089,IXC,Chandigarh Airport,Chandigarh,India,VICG,30.6735,76.788498,1012,5.5,N,Asia/Calcutta,airport,OurAirports,9,9,18,3,9,9,18,9,0.265855,0.280751,0,52,red,0,0.000123,0.009791
3090,KNU,Kanpur Airport,Kanpur,India,VICX,26.404301,80.410103,410,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1438,0.000039,0
3091,\N,Safdarjung Airport,Delhi,India,VIDD,28.584499,77.205803,705,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1439,0.000039,0
3092,DED,Dehradun Airport,Dehra Dun,India,VIDN,30.189699,78.180298,1831,5.5,N,Asia/Calcutta,airport,OurAirports,5,5,10,3,5,5,10,9,0.264367,0.278429,0,52,red,0,0.000085,0.005407
3093,DEL,Indira Gandhi International Airport,Delhi,India,VIDP,28.5665,77.103104,777,5.5,N,Asia/Calcutta,airport,OurAirports,258,259,517,3,258,259,517,8,0.359292,0.397908,0.002932,52,blue,0,0.002778,0.214773
3094,GWL,Gwalior Airport,Gwalior,India,VIGR,26.293301,78.227798,617,5.5,N,Asia/Calcutta,airport,OurAirports,1,1,2,3,1,1,2,9,0.255427,0.269058,0,52,red,0,0.000048,0.001107
3095,HSS,Hissar Airport,Hissar,India,VIHR,29.179399,75.755302,700,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1440,0.000039,0
3096,\N,Jhansi Airport,Jhansi,India,VIJN,25.491199,78.558403,801,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1441,0.000039,0
3097,JDH,Jodhpur Airport,Jodhpur,India,VIJO,26.251101,73.048897,717,5.5,N,Asia/Calcutta,airport,OurAirports,6,6,12,3,6,6,12,9,0.265832,0.280593,0,52,red,0,0.000093,0.007252
3098,JAI,Jaipur International Airport,Jaipur,India,VIJP,26.8242,75.812202,1263,5.5,N,Asia/Calcutta,airport,OurAirports,16,16,32,3,16,16,32,8,0.277827,0.295637,0,52,red,0,0.000181,0.014829
3099,JSA,Jaisalmer Airport,Jaisalmer,India,VIJR,26.8887,70.864998,751,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1442,0.000039,0
3100,IXJ,Jammu Airport,Jammu,India,VIJU,32.689098,74.837402,1029,5.5,N,Asia/Calcutta,airport,OurAirports,12,12,24,3,12,12,24,9,0.265877,0.280909,0,52,red,0,0.000164,0.009547
3101,\N,Kanpur Civil Airport,Kanpur,India,VIKA,26.441401,80.364899,411,5.5,N,Asia/Calcutta,airport,OurAirports,1,1,2,3,1,1,2,9,0.264345,0.278271,0,52,red,0,0.000048,0.001311
3102,KTU,Kota Airport,Kota,India,VIKO,25.1602,75.845596,896,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1443,0.000039,0
3103,LUH,Ludhiana Airport,Ludhiaha,India,VILD,30.8547,75.952599,834,5.5,N,Asia/Calcutta,airport,OurAirports,1,1,2,3,1,1,2,9,0.264345,0.278271,0,52,red,0,0.000048,0.001311
3104,IXL,Leh Kushok Bakula Rimpochee Airport,Leh,India,VILH,34.135899,77.546501,10682,5.5,N,Asia/Calcutta,airport,OurAirports,6,6,12,3,6,6,12,9,0.264389,0.278587,0,52,red,0,0.000099,0.005478
3105,LKO,Chaudhary Charan Singh International Airport,Lucknow,India,VILK,26.760599,80.889297,410,5.5,N,Asia/Calcutta,airport,OurAirports,18,18,36,3,18,18,36,8,0.291893,0.310914,0.000001,52,red,0,0.000207,0.018573
3106,IXP,Pathankot Airport,Pathankot,India,VIPK,32.233611,75.634444,1017,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1444,0.000039,0
3107,\N,Patiala Airport,Patiala,India,VIPL,30.3148,76.364502,820,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1445,0.000039,0
3108,PGH,Pantnagar Airport,Nainital,India,VIPT,29.0334,79.473701,769,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1446,0.000039,0
3109,\N,Fursatganj Airport,Raibarelli,India,VIRB,26.248501,81.380501,360,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1447,0.000039,0
3111,\N,Sarsawa Air Force Station,Saharanpur,India,VISP,29.9939,77.425301,891,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1448,0.000039,0
3112,SXR,Sheikh ul Alam Airport,Srinagar,India,VISR,33.987099,74.7742,5429,5.5,N,Asia/Calcutta,airport,OurAirports,15,14,29,3,15,14,29,9,0.265922,0.281225,0,52,red,0,0.000195,0.010835
3113,TNI,Satna Airport,Satna,India,VIST,24.5623,80.854897,1060,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1449,0.000039,0
3115,LPQ,Luang Phabang International Airport,Luang Prabang,Laos,VLLB,19.897301,102.161003,955,7,U,Asia/Vientiane,airport,OurAirports,13,13,26,10,13,13,26,9,0.268516,0.286376,0.000003,3,red,0,0.000167,0.012346
3116,PKZ,Pakse International Airport,Pakse,Laos,VLPS,15.1321,105.780998,351,7,U,Asia/Vientiane,airport,OurAirports,5,5,10,10,5,5,10,9,0.252856,0.266623,0,3,red,0,0.000103,0.001533
3117,\N,Phonesavanh Airport,Phong Savanh,Laos,VLPV,19.454901,103.218002,3628,7,U,Asia/Vientiane,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1450,0.000039,0
3118,ZVK,Savannakhet Airport,Savannakhet,Laos,VLSK,16.556601,104.760002,509,7,U,Asia/Vientiane,airport,OurAirports,3,3,6,10,3,3,6,9,0.26754,0.284032,0,3,red,0,0.000078,0.002548
3119,NEU,Sam Neua Airport,Sam Neua,Laos,VLSN,20.4184,104.067001,3281,7,U,Asia/Vientiane,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1451,0.000039,0
3120,VTE,Wattay International Airport,Vientiane,Laos,VLVT,17.9883,102.563003,564,7,U,Asia/Vientiane,airport,OurAirports,24,24,48,10,24,24,48,8,0.291732,0.314042,0.000331,3,blue,0,0.000373,0.027295
3121,MFM,Macau International Airport,Macau,Macau,VMMC,22.149599,113.592003,20,8,U,Asia/Macau,airport,OurAirports,79,79,158,10,79,79,158,8,0.3014,0.328816,0.000014,73,blue,0,0.000589,0.109523
3122,BWA,Gautam Buddha Airport,Bhairawa,Nepal,VNBW,27.505685,83.416293,358,5.75,N,Asia/Katmandu,airport,OurAirports,1,1,2,3,1,1,2,9,0.238544,0.250151,0,69,red,0,0.000053,0.000317
3124,JKR,Janakpur Airport,Janakpur,Nepal,VNJP,26.708799,85.922401,256,5.75,N,Asia/Katmandu,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1452,0.000039,0
3125,KTM,Tribhuvan International Airport,Kathmandu,Nepal,VNKT,27.6966,85.3591,4390,5.75,N,Asia/Katmandu,airport,OurAirports,43,43,86,3,43,43,86,8,0.313242,0.341552,0.000891,69,blue,0,0.000711,0.045619
3127,PKR,Pokhara Airport,Pokhara,Nepal,VNPK,28.200899,83.982101,2712,5.75,N,Asia/Katmandu,airport,OurAirports,1,1,2,3,1,1,2,9,0.238544,0.250151,0,69,red,0,0.000053,0.000317
3128,SIF,Simara Airport,Simara,Nepal,VNSI,27.1595,84.980103,450,5.75,N,Asia/Katmandu,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1453,0.000039,0
3129,BIR,Biratnagar Airport,Biratnagar,Nepal,VNVT,26.481501,87.264,236,5.75,N,Asia/Katmandu,airport,OurAirports,1,1,2,3,1,1,2,9,0.238544,0.250151,0,69,red,0,0.000053,0.000317
3130,AGX,Agatti Airport,Agatti Island,India,VOAT,10.8237,72.176002,14,5.5,N,Asia/Calcutta,airport,OurAirports,1,1,2,3,1,1,2,9,0.230938,0.240419,0,52,red,0,0.000047,0.000375
3131,BLR,Kempegowda International Airport,Bangalore,India,VOBL,13.1979,77.706299,3000,5.5,N,Asia/Calcutta,airport,OurAirports,93,92,185,3,93,92,185,8,0.324549,0.351579,0.000408,52,blue,0,0.000972,0.079782
3132,BEP,Bellary Airport,Bellary,India,VOBI,15.1628,76.882797,30,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1454,0.000039,0
3133,\N,Bidar Air Force Station,Bidar,India,VOBR,17.9081,77.487099,2178,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1455,0.000039,0
3134,VGA,Vijayawada Airport,Vijayawada,India,VOBZ,16.530399,80.796799,82,5.5,N,Asia/Calcutta,airport,OurAirports,1,1,2,3,1,1,2,9,0.245045,0.255799,0,52,red,0,0.000048,0.000525
3135,CJB,Coimbatore International Airport,Coimbatore,India,VOCB,11.03,77.043404,1324,5.5,N,Asia/Calcutta,airport,OurAirports,16,16,32,3,16,16,32,9,0.278953,0.298578,0,52,blue,0,0.000177,0.015462
3136,COK,Cochin International Airport,Kochi,India,VOCI,10.152,76.401901,30,5.5,N,Asia/Calcutta,airport,OurAirports,57,57,114,3,57,57,114,8,0.300256,0.32249,0.000109,52,blue,0,0.000553,0.054513
3137,CCJ,Calicut International Airport,Calicut,India,VOCL,11.1368,75.955299,342,5.5,N,Asia/Calcutta,airport,OurAirports,30,31,61,3,30,31,61,8,0.29505,0.315155,0.000053,64,red,0,0.000309,0.026602
3138,CDP,Kadapa Airport,Cuddapah,India,VOCP,14.51,78.772778,430,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1456,0.000039,0
3139,CBD,Car Nicobar Air Force Station,Carnicobar,India,VOCX,9.15251,92.819603,5,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1457,0.000039,0
3140,\N,Dundigul Air Force Academy,Dundigul,India,VODG,17.627199,78.403397,2013,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1458,0.000039,0
3141,BPM,Begumpet Airport,Hyderabad,India,VOHY,17.4531,78.467598,1742,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1459,0.000039,0
3142,IXM,Madurai Airport,Madurai,India,VOMD,9.83451,78.093399,459,5.5,N,Asia/Calcutta,airport,OurAirports,7,7,14,3,7,7,14,9,0.252111,0.265051,0,52,red,0,0.000096,0.004385
3143,IXE,Mangalore International Airport,Mangalore,India,VOML,12.9613,74.890099,337,5.5,N,Asia/Calcutta,airport,OurAirports,16,15,31,3,16,15,31,8,0.292866,0.310647,0,52,red,0,0.000178,0.013977
3144,MAA,Chennai International Airport,Madras,India,VOMM,12.990005,80.169296,52,5.5,N,Asia/Calcutta,airport,OurAirports,98,101,199,3,98,101,199,8,0.320506,0.347675,0.000216,52,blue,0,0.000929,0.089547
3145,\N,Nagarjuna Sagar Airport,Nagarjunsagar,India,VONS,16.5427,79.318703,658,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1460,0.000039,0
3146,IXZ,Vir Savarkar International Airport,Port Blair,India,VOPB,11.6412,92.729698,14,5.5,N,Asia/Calcutta,airport,OurAirports,11,11,22,3,11,11,22,9,0.265855,0.280767,0,52,red,0,0.000138,0.004966
3147,PNY,Pondicherry Airport,Pendicherry,India,VOPC,11.968,79.812,134,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1461,0.000039,0
3148,RJA,Rajahmundry Airport,Rajahmundry,India,VORY,17.110399,81.818199,151,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1462,0.000039,0
3149,SXV,Salem Airport,Salem,India,VOSM,11.7833,78.065598,1008,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1463,0.000039,0
3150,TJV,Tanjore Air Force Base,Tanjore,India,VOTJ,10.7224,79.101601,253,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1464,0.000039,0
3151,TIR,Tirupati Airport,Tirupeti,India,VOTP,13.6325,79.543297,350,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1465,0.000039,0
3152,TRZ,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,VOTR,10.7654,78.709702,288,5.5,N,Asia/Calcutta,airport,OurAirports,9,9,18,3,9,9,18,9,0.267224,0.285239,0,52,blue,0,0.000114,0.010913
3153,TRV,Trivandrum International Airport,Trivandrum,India,VOTV,8.48212,76.920097,15,5.5,N,Asia/Calcutta,airport,OurAirports,42,42,84,3,42,42,84,8,0.299432,0.320542,0.000108,52,blue,0,0.000421,0.039236
3154,\N,Tambaram Air Force Station,Tambaram,India,VOTX,12.9072,80.121902,90,5.5,N,Asia/Calcutta,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1466,0.000039,0
3155,PBH,Paro Airport,Thimphu,Bhutan,VQPR,27.4032,89.424599,7332,6,N,Asia/Thimphu,airport,OurAirports,5,5,10,3,5,5,10,9,0.245482,0.258777,0,52,red,0,0.000095,0.001517
3156,MLE,Mal� International Airport,Male,Maldives,VRMM,4.19183,73.529099,6,5,U,Indian/Maldives,airport,OurAirports,40,43,83,3,40,43,83,8,0.326322,0.35442,0.00048,69,blue,0,0.00048,0.049806
3157,DMK,Don Mueang International Airport,Bangkok,Thailand,VTBD,13.9126,100.607002,9,7,U,Asia/Bangkok,airport,OurAirports,67,67,134,10,67,67,134,8,0.287362,0.315701,0.001349,55,blue,0,0.001203,0.039596
3158,KDT,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,VTBK,14.102,99.917198,30,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1467,0.000039,0
3159,\N,Khok Kathiam Airport,Lop Buri,Thailand,VTBL,14.8746,100.663002,123,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1468,0.000039,0
3161,UTP,U-Tapao International Airport,Pattaya,Thailand,VTBU,12.6799,101.004997,42,7,U,Asia/Bangkok,airport,OurAirports,2,2,4,10,2,2,4,9,0.24129,0.254295,0,93,red,0,0.000057,0.000865
3162,\N,Watthana Nakhon Airport,Prachin Buri,Thailand,VTBW,13.7688,102.315002,200,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1469,0.000039,0
3163,LPT,Lampang Airport,Lampang,Thailand,VTCL,18.270901,99.504204,811,7,U,Asia/Bangkok,airport,OurAirports,1,1,2,10,1,1,2,9,0.267382,0.283453,0,55,red,0,0.000047,0.002275
3164,PRH,Phrae Airport,Phrae,Thailand,VTCP,18.1322,100.165001,538,7,U,Asia/Bangkok,airport,OurAirports,1,1,2,10,1,1,2,9,0.223233,0.235009,0,55,red,0,0.000054,0.000301
3165,HHQ,Hua Hin Airport,Prachuap Khiri Khan,Thailand,VTPH,12.6362,99.9515,62,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1470,0.000039,0
3166,TKH,Takhli Airport,Nakhon Sawan,Thailand,VTPI,15.2773,100.295998,107,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1471,0.000039,0
3167,\N,Sak Long Airport,Phetchabun,Thailand,VTPL,16.824301,101.251,500,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1472,0.000039,0
3169,\N,Nakhon Sawan Airport,Nakhon Sawan,Thailand,VTPN,15.673,100.137001,113,7,U,Asia/Bangkok,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1473,0.000039,0
3170,PHS,Phitsanulok Airport,Phitsanulok,Thailand,VTPP,16.7829,100.278999,154,7,U,Asia/Bangkok,airport,OurAirports,3,3,6,10,3,3,6,9,0.230048,0.242565,0,55,red,0,0.000079,0.001079
